t_id,t_name,t_ts,t_usage,t_L,t_DA,t_Dpi,c_id,c_name,c_ts,c_usage,c_L,c_DA,c_Dpi,c_role,du,same_ts,d_DA,d_Dpi
203991,Clint Capela,ATL 2024-25,0.16,0.0491439060143463,0.1738493625188995,0.05833845451548689,1630811,Keaton Wallace,ATL 2024-25,0.164,0.0033622873821474,0.15601545889640145,0.08168803710988859,ROLE OCCUPANT / SPECIALIST,0.0040000000000000036,1,0.017833903622498037,-0.023349582594401702
1627751,Jakob Poeltl,TOR 2023-24,0.16,0.217306701201067,0.33800331817931273,0.07669556876951795,1628971,Bruce Brown,TOR 2023-24,0.161,0.0009020272756197,0.25712858233005054,0.047317304671572843,ROLE OCCUPANT / SPECIALIST,0.0010000000000000009,1,0.08087473584926219,0.02937826409794511
1630167,Obi Toppin,IND 2023-24,0.16,0.0232377997340472,0.11651407654869295,0.04612598395876115,1629614,Andrew Nembhard,IND 2023-24,0.161,0.0025369756449196,0.10268072094603209,0.037387358504952756,ROLE OCCUPANT / SPECIALIST,0.0010000000000000009,1,0.013833355602660857,0.008738625453808394
201144,Mike Conley,MIN 2022-23,0.161,0.0330002465093894,0.07397498966915339,0.044407257776927535,1629638,Nickeil Alexander-Walker,MIN 2022-23,0.177,0.0035694067903332,0.04000752985898037,0.060275157335140134,ROLE OCCUPANT / SPECIALIST,0.015999999999999986,1,0.03396745981017302,-0.0158678995582126
1626145,Tyus Jones,WAS 2023-24,0.161,0.1174596951236596,0.36948606307725673,0.060134814872975874,1641709,Ausar Thompson,DET 2023-24,0.161,0.0014215666033127,0.04215140484959967,0.028130733386371384,ROLE OCCUPANT / SPECIALIST,0.0,0,0.32733465822765706,0.03200408148660449
203497,Rudy Gobert,MIN 2022-23,0.161,0.7805032845213218,0.7989974418151743,0.10406366197680683,203937,Kyle Anderson,MIN 2022-23,0.143,0.0041147755409335,0.07658283310763792,0.04856212748212983,ROLE OCCUPANT / SPECIALIST,0.018000000000000016,1,0.7224146087075364,0.055501534494677
1631105,Jalen Duren,DET 2024-25,0.161,0.1721338288700984,0.2545405844399712,0.07371604767458538,1631323,Simone Fontecchio,DET 2024-25,0.152,0.0061698001637111,0.05510034942281805,0.07085059992291103,ROLE OCCUPANT / SPECIALIST,0.009000000000000008,1,0.19944023501715313,0.002865447751674355
1628386,Jarrett Allen,CLE 2022-23,0.162,0.0247697705464631,0.06690385323844272,0.07233305256313635,201937,Ricky Rubio,CLE 2022-23,0.172,0.0099258777290088,0.06961549401895428,0.05539856881492762,ROLE OCCUPANT / SPECIALIST,0.009999999999999981,1,-0.0027116407805115594,0.01693448374820873
1631218,Trayce Jackson-Davis,GSW 2024-25,0.164,0.0912513001111031,0.2299718801180869,0.041098898344383294,1630541,Moses Moody,GSW 2024-25,0.17,0.0105200908661794,0.10862957734456247,0.028759637427355003,ROLE OCCUPANT / SPECIALIST,0.006000000000000005,1,0.12134230277352442,0.012339260917028291
1627826,Ivica Zubac,LAC 2023-24,0.165,0.0310186668266509,0.15325355792003792,0.09074349651135039,1628464,Daniel Theis,LAC 2023-24,0.15,0.0051201295912168,0.1934235903922894,0.0934845568844434,ROLE OCCUPANT / SPECIALIST,0.015000000000000013,1,-0.04017003247225148,-0.0027410603730930183
1630543,Isaiah Jackson,IND 2022-23,0.165,0.2029695916284357,0.4168330023884472,0.050761353640714504,1630174,Aaron Nesmith,IND 2022-23,0.168,0.009627282862329,0.05904649185430244,0.030126384600034035,ROLE OCCUPANT / SPECIALIST,0.0030000000000000027,1,0.3577865105341448,0.02063496904068047
1628392,Isaiah Hartenstein,OKC 2024-25,0.165,0.1823036073141152,0.3108199199096122,0.11643570314512025,1630198,Isaiah Joe,OKC 2024-25,0.166,0.0081804588885988,0.08242920112020158,0.03577331489590231,ROLE OCCUPANT / SPECIALIST,0.0010000000000000009,1,0.22839071878941064,0.08066238824921794
1629651,Nic Claxton,BKN 2024-25,0.166,0.0761356226573988,0.07479933398220862,0.05584386936947078,1630592,Jalen Wilson,BKN 2024-25,0.161,0.0049707232934127,0.018480240137419557,0.042736440041911565,ROLE OCCUPANT / SPECIALIST,0.0050000000000000044,1,0.05631909384478906,0.013107429327559213
1628379,Luke Kennard,MEM 2023-24,0.166,0.0149849157095967,0.06941515958707167,0.054700661123154415,1630583,Santi Aldama,MEM 2023-24,0.177,0.0032525444828315,0.12402607171682412,0.04940927732092391,ROLE OCCUPANT / SPECIALIST,0.010999999999999982,1,-0.05461091212975244,0.005291383802230508
203991,Clint Capela,ATL 2023-24,0.167,0.0398446073769163,0.10847676615231139,0.04072850547556392,1630180,Saddiq Bey,ATL 2023-24,0.163,0.0014155103425155,0.0754114715717854,0.04714923302375655,ROLE OCCUPANT / SPECIALIST,0.0040000000000000036,1,0.033065294580525983,-0.006420727548192631
1630208,Nick Richards,PHX 2024-25,0.169,0.0129065808923671,0.1152906367829084,0.06621410129888254,1628960,Grayson Allen,PHX 2024-25,0.169,0.0038122534947325,0.08090877785325423,0.019552673666144292,ROLE OCCUPANT / SPECIALIST,0.0,1,0.034381858929654174,0.04666142763273825
1642276,Kel'el Ware,MIA 2024-25,0.169,0.2825741860927192,0.7392837832957347,0.04944059826782993,1631107,Nikola Jović,MIA 2024-25,0.178,0.0047684353852981,0.11107462515027777,0.058725778377194504,ROLE OCCUPANT / SPECIALIST,0.00899999999999998,1,0.628209158145457,-0.009285180109364577
1630168,Onyeka Okongwu,ATL 2024-25,0.169,0.0238716876537238,0.14539465976472288,0.03637428048504018,1627777,Georges Niang,ATL 2024-25,0.177,0.0072687958836245,0.06631206153383173,0.06307911703301518,ROLE OCCUPANT / SPECIALIST,0.00799999999999998,1,0.07908259823089114,-0.026704836547975
